fitment_vehicle_name,fitment_vehicle_handle,fitment_vehicle_gid,metaobject_type,aliases,updated_at,year,make,engine_liter,engine_family,engine_code,fields_json
2018 Dodge/Ram 3.0L EcoDiesel,2018-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279912415597,fitment_vehicle,,2026-01-31T01:09:36Z,2018,ram,3.0L,ecodiesel,,"{""year"": ""2018"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2018 Dodge/Ram 3.0L EcoDiesel""}"
2018 Dodge/Ram 6.7L Cummins,2018-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279911399789,fitment_vehicle,,2026-01-31T01:09:19Z,2018,ram,6.7L,cummins,,"{""year"": ""2018"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2018 Dodge/Ram 6.7L Cummins""}"
2018 Sprinter 2.1L,2018-sprinter-2-1l,gid://shopify/Metaobject/279918969197,fitment_vehicle,,2026-01-31T01:11:29Z,2018,sprinter,2.1L,,,"{""year"": ""2018"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.1L"", ""display_name"": ""2018 Sprinter 2.1L""}"
2018 Sprinter 3.0L,2018-sprinter-3-0l,gid://shopify/Metaobject/279919001965,fitment_vehicle,,2026-01-31T01:11:29Z,2018,sprinter,3.0L,,,"{""year"": ""2018"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""3.0L"", ""display_name"": ""2018 Sprinter 3.0L""}"
2019 Chevrolet 2.8L Duramax LWN,2019-chevrolet-2-8l-duramax-lwn,gid://shopify/Metaobject/279912743277,fitment_vehicle,,2026-01-31T01:09:42Z,2019,chevrolet,2.8L,duramax,LWN,"{""year"": ""2019"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2019 Chevrolet 2.8L Duramax LWN""}"
2019 Chevrolet 6.6L Duramax L5P,2019-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279913824621,fitment_vehicle,,2026-01-31T01:10:00Z,2019,chevrolet,6.6L,duramax,L5P,"{""year"": ""2019"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2019 Chevrolet 6.6L Duramax L5P""}"
2019 Ford 3.0L Powerstroke,2019-ford-3-0l-powerstroke,gid://shopify/Metaobject/279916511597,fitment_vehicle,,2026-01-31T01:10:47Z,2019,ford,3.0L,powerstroke,,"{""year"": ""2019"", ""make"": ""Ford"", ""model"": """", ""engine"": ""3.0L Powerstroke"", ""display_name"": ""2019 Ford 3.0L Powerstroke""}"
2019 Ford 6.7L Powerstroke,2019-ford-6-7l-powerstroke,gid://shopify/Metaobject/279913398637,fitment_vehicle,,2026-01-31T01:09:53Z,2019,ford,6.7L,powerstroke,,"{""year"": ""2019"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2019 Ford 6.7L Powerstroke""}"
2019 GMC 2.8L Duramax LWN,2019-gmc-2-8l-duramax-lwn,gid://shopify/Metaobject/279914152301,fitment_vehicle,,2026-01-31T01:10:06Z,2019,gmc,2.8L,duramax,LWN,"{""year"": ""2019"", ""make"": ""GMC"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2019 GMC 2.8L Duramax LWN""}"
2019 GMC 6.6L Duramax L5P,2019-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279913857389,fitment_vehicle,,2026-01-31T01:10:01Z,2019,gmc,6.6L,duramax,L5P,"{""year"": ""2019"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2019 GMC 6.6L Duramax L5P""}"
2019 Jeep Wrangler JL 3.0L EcoDiesel,2019-jeep-wrangler-jl-3-0l-ecodiesel,gid://shopify/Metaobject/279920214381,fitment_vehicle,,2026-01-31T01:11:49Z,2019,jeep,3.0L,ecodiesel,JL,"{""year"": ""2019"", ""make"": ""Jeep"", ""model"": ""Wrangler JL"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2019 Jeep Wrangler JL 3.0L EcoDiesel""}"
2019 Nissan Titan XD 5.0L Cummins,2019-nissan-titan-xd-5-0l-cummins,gid://shopify/Metaobject/279914348909,fitment_vehicle,,2026-01-31T01:10:09Z,2019,nissan,5.0L,cummins,TITAN,"{""year"": ""2019"", ""make"": ""Nissan"", ""model"": ""Titan XD"", ""engine"": ""5.0L Cummins"", ""display_name"": ""2019 Nissan Titan XD 5.0L Cummins""}"
2019 Dodge/Ram 3.0L EcoDiesel,2019-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279919067501,fitment_vehicle,,2026-01-31T01:11:30Z,2019,ram,3.0L,ecodiesel,,"{""year"": ""2019"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2019 Dodge/Ram 3.0L EcoDiesel""}"
2019 Dodge/Ram 6.7L Cummins,2019-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279912448365,fitment_vehicle,,2026-01-31T01:09:37Z,2019,ram,6.7L,cummins,,"{""year"": ""2019"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2019 Dodge/Ram 6.7L Cummins""}"
2019 Sprinter 2.0L,2019-sprinter-2-0l,gid://shopify/Metaobject/279919821165,fitment_vehicle,,2026-01-31T01:11:42Z,2019,sprinter,2.0L,,,"{""year"": ""2019"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.0L"", ""display_name"": ""2019 Sprinter 2.0L""}"
2019 Sprinter 3.0L,2019-sprinter-3-0l,gid://shopify/Metaobject/279919591789,fitment_vehicle,,2026-01-31T01:11:39Z,2019,sprinter,3.0L,,,"{""year"": ""2019"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""3.0L"", ""display_name"": ""2019 Sprinter 3.0L""}"
2020 Chevrolet 2.8L Duramax LWN,2020-chevrolet-2-8l-duramax-lwn,gid://shopify/Metaobject/279912776045,fitment_vehicle,,2026-01-31T01:09:42Z,2020,chevrolet,2.8L,duramax,LWN,"{""year"": ""2020"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2020 Chevrolet 2.8L Duramax LWN""}"
2020 Chevrolet 3.0L Duramax,2020-chevrolet-3-0l-duramax,gid://shopify/Metaobject/279919100269,fitment_vehicle,,2026-01-31T01:11:31Z,2020,chevrolet,3.0L,duramax,,"{""year"": ""2020"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2020 Chevrolet 3.0L Duramax""}"
2020 Chevrolet 6.6L Duramax L5P,2020-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279914512749,fitment_vehicle,,2026-01-31T01:10:12Z,2020,chevrolet,6.6L,duramax,L5P,"{""year"": ""2020"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2020 Chevrolet 6.6L Duramax L5P""}"
2020 Ford 3.0L Powerstroke,2020-ford-3-0l-powerstroke,gid://shopify/Metaobject/279917920621,fitment_vehicle,,2026-01-31T01:11:10Z,2020,ford,3.0L,powerstroke,,"{""year"": ""2020"", ""make"": ""Ford"", ""model"": """", ""engine"": ""3.0L Powerstroke"", ""display_name"": ""2020 Ford 3.0L Powerstroke""}"
2020 Ford 6.7L Powerstroke,2020-ford-6-7l-powerstroke,gid://shopify/Metaobject/279914381677,fitment_vehicle,,2026-01-31T01:10:10Z,2020,ford,6.7L,powerstroke,,"{""year"": ""2020"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2020 Ford 6.7L Powerstroke""}"
2020 GMC 2.8L Duramax LWN,2020-gmc-2-8l-duramax-lwn,gid://shopify/Metaobject/279914185069,fitment_vehicle,,2026-01-31T01:10:06Z,2020,gmc,2.8L,duramax,LWN,"{""year"": ""2020"", ""make"": ""GMC"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2020 GMC 2.8L Duramax LWN""}"
2020 GMC 3.0L Duramax,2020-gmc-3-0l-duramax,gid://shopify/Metaobject/279919133037,fitment_vehicle,,2026-01-31T01:11:31Z,2020,gmc,3.0L,duramax,,"{""year"": ""2020"", ""make"": ""GMC"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2020 GMC 3.0L Duramax""}"
2020 GMC 6.6L Duramax L5P,2020-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279914545517,fitment_vehicle,,2026-01-31T01:10:13Z,2020,gmc,6.6L,duramax,L5P,"{""year"": ""2020"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2020 GMC 6.6L Duramax L5P""}"
2020 Jeep Gladiator JT 3.0L EcoDiesel,2020-jeep-gladiator-jt-3-0l-ecodiesel,gid://shopify/Metaobject/279919296877,fitment_vehicle,,2026-01-31T01:11:34Z,2020,jeep,3.0L,ecodiesel,JT,"{""year"": ""2020"", ""make"": ""Jeep"", ""model"": ""Gladiator JT"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2020 Jeep Gladiator JT 3.0L EcoDiesel""}"
2020 Jeep Wrangler JL 3.0L EcoDiesel,2020-jeep-wrangler-jl-3-0l-ecodiesel,gid://shopify/Metaobject/279916609901,fitment_vehicle,,2026-01-31T01:10:48Z,2020,jeep,3.0L,ecodiesel,JL,"{""year"": ""2020"", ""make"": ""Jeep"", ""model"": ""Wrangler JL"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2020 Jeep Wrangler JL 3.0L EcoDiesel""}"
2020 Dodge/Ram 3.0L EcoDiesel,2020-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279914971501,fitment_vehicle,,2026-01-31T01:10:20Z,2020,ram,3.0L,ecodiesel,,"{""year"": ""2020"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2020 Dodge/Ram 3.0L EcoDiesel""}"
2020 Dodge/Ram 6.7L Cummins,2020-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279912481133,fitment_vehicle,,2026-01-31T01:09:37Z,2020,ram,6.7L,cummins,,"{""year"": ""2020"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2020 Dodge/Ram 6.7L Cummins""}"
2020 Sprinter 2.0L,2020-sprinter-2-0l,gid://shopify/Metaobject/279919624557,fitment_vehicle,,2026-01-31T01:11:39Z,2020,sprinter,2.0L,,,"{""year"": ""2020"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.0L"", ""display_name"": ""2020 Sprinter 2.0L""}"
2020 Sprinter 3.0L,2020-sprinter-3-0l,gid://shopify/Metaobject/279919657325,fitment_vehicle,,2026-01-31T01:11:40Z,2020,sprinter,3.0L,,,"{""year"": ""2020"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""3.0L"", ""display_name"": ""2020 Sprinter 3.0L""}"
2021 Chevrolet 2.8L Duramax LWN,2021-chevrolet-2-8l-duramax-lwn,gid://shopify/Metaobject/279912808813,fitment_vehicle,,2026-01-31T01:09:43Z,2021,chevrolet,2.8L,duramax,LWN,"{""year"": ""2021"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2021 Chevrolet 2.8L Duramax LWN""}"
2021 Chevrolet 3.0L Duramax,2021-chevrolet-3-0l-duramax,gid://shopify/Metaobject/279919165805,fitment_vehicle,,2026-01-31T01:11:32Z,2021,chevrolet,3.0L,duramax,,"{""year"": ""2021"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2021 Chevrolet 3.0L Duramax""}"
2021 Chevrolet 6.6L Duramax L5P,2021-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279914578285,fitment_vehicle,,2026-01-31T01:10:13Z,2021,chevrolet,6.6L,duramax,L5P,"{""year"": ""2021"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2021 Chevrolet 6.6L Duramax L5P""}"
2021 Ford 3.0L Powerstroke,2021-ford-3-0l-powerstroke,gid://shopify/Metaobject/279917953389,fitment_vehicle,,2026-01-31T01:11:11Z,2021,ford,3.0L,powerstroke,,"{""year"": ""2021"", ""make"": ""Ford"", ""model"": """", ""engine"": ""3.0L Powerstroke"", ""display_name"": ""2021 Ford 3.0L Powerstroke""}"
2021 Ford 6.7L Powerstroke,2021-ford-6-7l-powerstroke,gid://shopify/Metaobject/279914414445,fitment_vehicle,,2026-01-31T01:10:10Z,2021,ford,6.7L,powerstroke,,"{""year"": ""2021"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2021 Ford 6.7L Powerstroke""}"
2021 GMC 2.8L Duramax LWN,2021-gmc-2-8l-duramax-lwn,gid://shopify/Metaobject/279914217837,fitment_vehicle,,2026-01-31T01:10:07Z,2021,gmc,2.8L,duramax,LWN,"{""year"": ""2021"", ""make"": ""GMC"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2021 GMC 2.8L Duramax LWN""}"
2021 GMC 3.0L Duramax,2021-gmc-3-0l-duramax,gid://shopify/Metaobject/279919198573,fitment_vehicle,,2026-01-31T01:11:33Z,2021,gmc,3.0L,duramax,,"{""year"": ""2021"", ""make"": ""GMC"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2021 GMC 3.0L Duramax""}"
2021 GMC 6.6L Duramax L5P,2021-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279914611053,fitment_vehicle,,2026-01-31T01:10:14Z,2021,gmc,6.6L,duramax,L5P,"{""year"": ""2021"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2021 GMC 6.6L Duramax L5P""}"
2021 Jeep Gladiator JT 3.0L EcoDiesel,2021-jeep-gladiator-jt-3-0l-ecodiesel,gid://shopify/Metaobject/279916642669,fitment_vehicle,,2026-01-31T01:10:49Z,2021,jeep,3.0L,ecodiesel,JT,"{""year"": ""2021"", ""make"": ""Jeep"", ""model"": ""Gladiator JT"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2021 Jeep Gladiator JT 3.0L EcoDiesel""}"
2021 Jeep Wrangler JL 3.0L EcoDiesel,2021-jeep-wrangler-jl-3-0l-ecodiesel,gid://shopify/Metaobject/279916675437,fitment_vehicle,,2026-01-31T01:10:50Z,2021,jeep,3.0L,ecodiesel,JL,"{""year"": ""2021"", ""make"": ""Jeep"", ""model"": ""Wrangler JL"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2021 Jeep Wrangler JL 3.0L EcoDiesel""}"
2021 Dodge/Ram 3.0L EcoDiesel,2021-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279916544365,fitment_vehicle,,2026-01-31T01:10:47Z,2021,ram,3.0L,ecodiesel,,"{""year"": ""2021"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2021 Dodge/Ram 3.0L EcoDiesel""}"
2021 Dodge/Ram 6.7L Cummins,2021-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279912513901,fitment_vehicle,,2026-01-31T01:09:38Z,2021,ram,6.7L,cummins,,"{""year"": ""2021"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2021 Dodge/Ram 6.7L Cummins""}"
2021 Sprinter 2.0L,2021-sprinter-2-0l,gid://shopify/Metaobject/279919690093,fitment_vehicle,,2026-01-31T01:11:40Z,2021,sprinter,2.0L,,,"{""year"": ""2021"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.0L"", ""display_name"": ""2021 Sprinter 2.0L""}"
2021 Sprinter 3.0L,2021-sprinter-3-0l,gid://shopify/Metaobject/279919722861,fitment_vehicle,,2026-01-31T01:11:41Z,2021,sprinter,3.0L,,,"{""year"": ""2021"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""3.0L"", ""display_name"": ""2021 Sprinter 3.0L""}"
2022 Chevrolet 2.8L Duramax LWN,2022-chevrolet-2-8l-duramax-lwn,gid://shopify/Metaobject/279912841581,fitment_vehicle,,2026-01-31T01:09:43Z,2022,chevrolet,2.8L,duramax,LWN,"{""year"": ""2022"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2022 Chevrolet 2.8L Duramax LWN""}"
2022 Chevrolet 3.0L Duramax,2022-chevrolet-3-0l-duramax,gid://shopify/Metaobject/279919231341,fitment_vehicle,,2026-01-31T01:11:33Z,2022,chevrolet,3.0L,duramax,,"{""year"": ""2022"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2022 Chevrolet 3.0L Duramax""}"
2022 Chevrolet 6.6L Duramax L5P,2022-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279914643821,fitment_vehicle,,2026-01-31T01:10:14Z,2022,chevrolet,6.6L,duramax,L5P,"{""year"": ""2022"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2022 Chevrolet 6.6L Duramax L5P""}"
2022 Ford 6.7L Powerstroke,2022-ford-6-7l-powerstroke,gid://shopify/Metaobject/279914447213,fitment_vehicle,,2026-01-31T01:10:11Z,2022,ford,6.7L,powerstroke,,"{""year"": ""2022"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2022 Ford 6.7L Powerstroke""}"
2022 GMC 2.8L Duramax LWN,2022-gmc-2-8l-duramax-lwn,gid://shopify/Metaobject/279914479981,fitment_vehicle,,2026-01-31T01:10:12Z,2022,gmc,2.8L,duramax,LWN,"{""year"": ""2022"", ""make"": ""GMC"", ""model"": """", ""engine"": ""2.8L Duramax LWN"", ""display_name"": ""2022 GMC 2.8L Duramax LWN""}"
2022 GMC 3.0L Duramax,2022-gmc-3-0l-duramax,gid://shopify/Metaobject/279919264109,fitment_vehicle,,2026-01-31T01:11:34Z,2022,gmc,3.0L,duramax,,"{""year"": ""2022"", ""make"": ""GMC"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2022 GMC 3.0L Duramax""}"
2022 GMC 6.6L Duramax L5P,2022-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279914676589,fitment_vehicle,,2026-01-31T01:10:15Z,2022,gmc,6.6L,duramax,L5P,"{""year"": ""2022"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2022 GMC 6.6L Duramax L5P""}"
2022 Jeep Gladiator JT 3.0L EcoDiesel,2022-jeep-gladiator-jt-3-0l-ecodiesel,gid://shopify/Metaobject/279916708205,fitment_vehicle,,2026-01-31T01:10:50Z,2022,jeep,3.0L,ecodiesel,JT,"{""year"": ""2022"", ""make"": ""Jeep"", ""model"": ""Gladiator JT"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2022 Jeep Gladiator JT 3.0L EcoDiesel""}"
2022 Jeep Wrangler JL 3.0L EcoDiesel,2022-jeep-wrangler-jl-3-0l-ecodiesel,gid://shopify/Metaobject/279916740973,fitment_vehicle,,2026-01-31T01:10:51Z,2022,jeep,3.0L,ecodiesel,JL,"{""year"": ""2022"", ""make"": ""Jeep"", ""model"": ""Wrangler JL"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2022 Jeep Wrangler JL 3.0L EcoDiesel""}"
2022 Dodge/Ram 3.0L EcoDiesel,2022-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279916577133,fitment_vehicle,,2026-01-31T01:10:48Z,2022,ram,3.0L,ecodiesel,,"{""year"": ""2022"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2022 Dodge/Ram 3.0L EcoDiesel""}"
2022 Dodge/Ram 6.7L Cummins,2022-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279912546669,fitment_vehicle,,2026-01-31T01:09:38Z,2022,ram,6.7L,cummins,,"{""year"": ""2022"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2022 Dodge/Ram 6.7L Cummins""}"
2022 Sprinter 2.0L,2022-sprinter-2-0l,gid://shopify/Metaobject/279919755629,fitment_vehicle,,2026-01-31T01:11:41Z,2022,sprinter,2.0L,,,"{""year"": ""2022"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.0L"", ""display_name"": ""2022 Sprinter 2.0L""}"
2022 Sprinter 3.0L,2022-sprinter-3-0l,gid://shopify/Metaobject/279919788397,fitment_vehicle,,2026-01-31T01:11:42Z,2022,sprinter,3.0L,,,"{""year"": ""2022"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""3.0L"", ""display_name"": ""2022 Sprinter 3.0L""}"
2023 Chevrolet 3.0L Duramax,2023-chevrolet-3-0l-duramax,gid://shopify/Metaobject/279919329645,fitment_vehicle,,2026-01-31T01:11:35Z,2023,chevrolet,3.0L,duramax,,"{""year"": ""2023"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2023 Chevrolet 3.0L Duramax""}"
2023 Chevrolet 6.6L Duramax L5P,2023-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279914709357,fitment_vehicle,,2026-01-31T01:10:16Z,2023,chevrolet,6.6L,duramax,L5P,"{""year"": ""2023"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2023 Chevrolet 6.6L Duramax L5P""}"
2023 Ford 6.7L Powerstroke,2023-ford-6-7l-powerstroke,gid://shopify/Metaobject/279916183917,fitment_vehicle,,2026-01-31T01:10:41Z,2023,ford,6.7L,powerstroke,,"{""year"": ""2023"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2023 Ford 6.7L Powerstroke""}"
2023 GMC 3.0L Duramax,2023-gmc-3-0l-duramax,gid://shopify/Metaobject/279919362413,fitment_vehicle,,2026-01-31T01:11:35Z,2023,gmc,3.0L,duramax,,"{""year"": ""2023"", ""make"": ""GMC"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2023 GMC 3.0L Duramax""}"
2023 GMC 6.6L Duramax L5P,2023-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279914742125,fitment_vehicle,,2026-01-31T01:10:16Z,2023,gmc,6.6L,duramax,L5P,"{""year"": ""2023"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2023 GMC 6.6L Duramax L5P""}"
2023 Jeep Gladiator JT 3.0L EcoDiesel,2023-jeep-gladiator-jt-3-0l-ecodiesel,gid://shopify/Metaobject/279916806509,fitment_vehicle,,2026-01-31T01:10:52Z,2023,jeep,3.0L,ecodiesel,JT,"{""year"": ""2023"", ""make"": ""Jeep"", ""model"": ""Gladiator JT"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2023 Jeep Gladiator JT 3.0L EcoDiesel""}"
2023 Jeep Wrangler JL 3.0L EcoDiesel,2023-jeep-wrangler-jl-3-0l-ecodiesel,gid://shopify/Metaobject/279916839277,fitment_vehicle,,2026-01-31T01:10:52Z,2023,jeep,3.0L,ecodiesel,JL,"{""year"": ""2023"", ""make"": ""Jeep"", ""model"": ""Wrangler JL"", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2023 Jeep Wrangler JL 3.0L EcoDiesel""}"
2023 Dodge/Ram 3.0L EcoDiesel,2023-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279916773741,fitment_vehicle,,2026-01-31T01:10:51Z,2023,ram,3.0L,ecodiesel,,"{""year"": ""2023"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2023 Dodge/Ram 3.0L EcoDiesel""}"
2023 Dodge/Ram 6.7L Cummins,2023-dodge-ram-6-7l-cummins,gid://shopify/Metaobject/279912579437,fitment_vehicle,,2026-01-31T01:09:39Z,2023,ram,6.7L,cummins,,"{""year"": ""2023"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""6.7L Cummins"", ""display_name"": ""2023 Dodge/Ram 6.7L Cummins""}"
2023 Sprinter 2.0L,2023-sprinter-2-0l,gid://shopify/Metaobject/279919919469,fitment_vehicle,,2026-01-31T01:11:44Z,2023,sprinter,2.0L,,,"{""year"": ""2023"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""2.0L"", ""display_name"": ""2023 Sprinter 2.0L""}"
2023 Sprinter 3.0L,2023-sprinter-3-0l,gid://shopify/Metaobject/279919853933,fitment_vehicle,,2026-01-31T01:11:43Z,2023,sprinter,3.0L,,,"{""year"": ""2023"", ""make"": ""Sprinter"", ""model"": """", ""engine"": ""3.0L"", ""display_name"": ""2023 Sprinter 3.0L""}"
2024 Chevrolet 3.0L Duramax,2024-chevrolet-3-0l-duramax,gid://shopify/Metaobject/279919395181,fitment_vehicle,,2026-01-31T01:11:36Z,2024,chevrolet,3.0L,duramax,,"{""year"": ""2024"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2024 Chevrolet 3.0L Duramax""}"
2024 Chevrolet 6.6L Duramax L5P,2024-chevrolet-6-6l-duramax-l5p,gid://shopify/Metaobject/279916872045,fitment_vehicle,,2026-01-31T01:10:53Z,2024,chevrolet,6.6L,duramax,L5P,"{""year"": ""2024"", ""make"": ""Chevrolet"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2024 Chevrolet 6.6L Duramax L5P""}"
2024 Ford 6.7L Powerstroke,2024-ford-6-7l-powerstroke,gid://shopify/Metaobject/279916216685,fitment_vehicle,,2026-01-31T01:10:42Z,2024,ford,6.7L,powerstroke,,"{""year"": ""2024"", ""make"": ""Ford"", ""model"": """", ""engine"": ""6.7L Powerstroke"", ""display_name"": ""2024 Ford 6.7L Powerstroke""}"
2024 GMC 3.0L Duramax,2024-gmc-3-0l-duramax,gid://shopify/Metaobject/279919460717,fitment_vehicle,,2026-01-31T01:11:36Z,2024,gmc,3.0L,duramax,,"{""year"": ""2024"", ""make"": ""GMC"", ""model"": """", ""engine"": ""3.0L Duramax"", ""display_name"": ""2024 GMC 3.0L Duramax""}"
2024 GMC 6.6L Duramax L5P,2024-gmc-6-6l-duramax-l5p,gid://shopify/Metaobject/279916904813,fitment_vehicle,,2026-01-31T01:10:53Z,2024,gmc,6.6L,duramax,L5P,"{""year"": ""2024"", ""make"": ""GMC"", ""model"": """", ""engine"": ""6.6L Duramax L5P"", ""display_name"": ""2024 GMC 6.6L Duramax L5P""}"
2024 Dodge/Ram 3.0L EcoDiesel,2024-dodge-ram-3-0l-ecodiesel,gid://shopify/Metaobject/279920116077,fitment_vehicle,,2026-01-31T01:11:48Z,2024,ram,3.0L,ecodiesel,,"{""year"": ""2024"", ""make"": ""Dodge/Ram"", ""model"": """", ""engine"": ""3.0L EcoDiesel"", ""display_name"": ""2024 Dodge/Ram 3.0L EcoDiesel""}"
